iter	MultiClass
191	0.5117400012
192	0.5114028317
193	0.51117129
194	0.5109922227
195	0.510782857
196	0.5104444581
197	0.5101866482
198	0.5099242038
199	0.5096261006
200	0.5091840604
201	0.5086597915
202	0.5084522202
203	0.5079545087
204	0.5077249209
205	0.5073308538
206	0.5071342297
207	0.5068307445
208	0.5063435764
209	0.5061123925
210	0.5055793401
211	0.5052733987
212	0.5049484909
213	0.504703449
214	0.5045798119
215	0.5043379916
216	0.5036798856
217	0.5035945889
218	0.5031847549
219	0.5028442487
220	0.5023882743
221	0.5020920555
222	0.5016634783
223	0.5012395882
224	0.5008289276
225	0.5004018802
226	0.5002173248
227	0.4998915475
228	0.4996601563
229	0.4994622395
230	0.4989655104
231	0.4986804226
232	0.4983785658
233	0.4979858451
234	0.497613082
235	0.4971723532
236	0.4968530914
237	0.4964314055
238	0.4961974915
239	0.4956842244
240	0.495450445
241	0.4952446075
242	0.4947917774
243	0.4943112766
244	0.4939154481
245	0.4934415487
246	0.4930167705
247	0.4925694935
248	0.4921167302
249	0.4919208155
250	0.4914800606
251	0.4912680422
252	0.4909798122
253	0.4907092035
254	0.4904605599
255	0.490115539
256	0.4896786044
257	0.4894404035
258	0.4890784309
259	0.4889141261
260	0.4884874312
261	0.4881770089
262	0.4877817249
263	0.4876145545
264	0.4873946453
265	0.4870803299
266	0.486898285
267	0.48652283
268	0.4861712011
269	0.4858110616
270	0.4855145285
271	0.4852204876
272	0.4849266992
273	0.4847492503
274	0.4844566137
275	0.4840307303
276	0.483644909
277	0.4834705686
278	0.483284359
279	0.4829911243
280	0.4825880224
281	0.4822340154
282	0.4820093166
283	0.4817435213
284	0.4813014868
285	0.4811261309
286	0.4807501356
287	0.4804823644
288	0.480273551
289	0.4800960789
290	0.4797950204
291	0.479628208
292	0.4792307178
293	0.4789740148
294	0.4788225129
295	0.4786232466
296	0.4784339248
297	0.4779327714
298	0.4776378913
299	0.4773202237
300	0.4769467671
301	0.4767117297
302	0.4764879313
303	0.476185501
304	0.4759163832
305	0.47526242
306	0.4749518048
307	0.4746108562
308	0.4743213697
309	0.4741497418
310	0.4737583548
311	0.4736929495
312	0.4734424191
313	0.4732568567
314	0.4729636738
315	0.4726438384
316	0.4721676508
317	0.4716735031
318	0.4715159449
319	0.4713687332
320	0.4709473845
321	0.4707499822
322	0.4704358633
323	0.4702413381
324	0.4700275739
325	0.4698823689
326	0.4696847089
327	0.4695214706
328	0.469292033
329	0.4689630152
330	0.4688443789
331	0.4684649755
332	0.4682239427
333	0.4680542054
334	0.4677492213
335	0.4674517268
336	0.467130493
337	0.4667781017
338	0.4664765409
339	0.4661906309
340	0.4659149664
341	0.4656481913
342	0.4654880965
343	0.4652384657
344	0.4650665816
345	0.4647942767
346	0.4644872145
347	0.4644130124
348	0.4641768797
349	0.4640623744
350	0.4638877477
351	0.4636079922
352	0.4633708052
353	0.4630931317
354	0.4629038284
355	0.4625846051
356	0.4624091574
357	0.4621712174
358	0.4620140763
359	0.4617511871
360	0.4613727784
361	0.4610748016
362	0.4607916506
363	0.4605124814
364	0.4603951231
365	0.4601144597
366	0.459906955
367	0.4596201268
368	0.4594571081
369	0.4592478486
370	0.4589449059
371	0.4587705975
372	0.4584960413
373	0.4584066933
374	0.4582022623
375	0.4580679268
376	0.4579326846
377	0.4577444712
378	0.4576131422
379	0.4572085651
380	0.4571401882
381	0.4568955429
382	0.4566537204
383	0.4563484401
384	0.4560563116
385	0.4557128829
386	0.4555482031
387	0.4554312526
388	0.4552241565
389	0.4550934528
390	0.4549022349
391	0.4546497644
392	0.4544506946
393	0.4542381335
394	0.4540717432
395	0.4538957413
396	0.4536564263
397	0.4532097438
398	0.4528186332
399	0.4525615941
400	0.4523791452
401	0.4522252577
402	0.4519646723
403	0.4515808681
404	0.4514279045
405	0.451178557
406	0.450978243
407	0.4507656529
408	0.4505200323
409	0.4502798935
410	0.4501084841
411	0.4499148522
412	0.449772122
413	0.4495037451
414	0.4492481652
415	0.4490101413
416	0.4487078038
417	0.4484744561
418	0.4482067909
419	0.4481106868
420	0.4479628929
421	0.447651176
422	0.4474504573
423	0.4472516154
424	0.4468063602
425	0.4466022305
426	0.4463037333
427	0.4460829572
428	0.4460145055
429	0.4459037001
430	0.4457475279
431	0.4457095562
432	0.4454316539
433	0.4451834607
434	0.4449422364
435	0.4447741176
436	0.4444813571
437	0.4443390202
438	0.444195076
439	0.4439881542
440	0.4438393554
441	0.4436650126
442	0.4435437612
443	0.4433712254
444	0.4432148133
445	0.443038851
446	0.4425984785
447	0.4424068514
448	0.442316567
449	0.442146708
450	0.4419465885
451	0.4417438096
452	0.4415584456
453	0.4414274165
454	0.4412089844
455	0.4408824084
456	0.4405318113
457	0.4403431558
458	0.4401657913
459	0.4399852712
460	0.4398235237
461	0.4395798384
462	0.4393891437
463	0.4390964862
464	0.4388326125
465	0.4386830203
466	0.4385090734
467	0.4383149088
468	0.4380899233
469	0.4378128982
470	0.4376149434
471	0.4373341814
472	0.4369959849
473	0.4367597504
474	0.4365701759
475	0.436420192
476	0.4361941246
477	0.4359441469
478	0.4357165636
479	0.4355517517
480	0.4352550985
481	0.4350494689
482	0.4349191117
483	0.4346933102
484	0.4344789039
485	0.434103292
486	0.4338522741
487	0.4337550054
488	0.4336663047
489	0.4334815597
490	0.4331826143
491	0.4329514883
492	0.4327306818
493	0.4325763078
494	0.4323692931
495	0.4321349196
496	0.4319770379
497	0.4318621872
498	0.4317524951
499	0.4315908394
500	0.4313282574
501	0.4312255197
502	0.4309394981
503	0.4307469272
504	0.4305887444
505	0.4304647256
506	0.4303088518
507	0.4301921239
508	0.4301261677
509	0.42996283
510	0.4296900407
511	0.4295770188
512	0.4293005827
513	0.4291144579
514	0.4288958466
515	0.4286787447
516	0.4285568387
517	0.4283149245
518	0.4281211389
519	0.4280601022
520	0.4278358866
521	0.4277475421
522	0.4275627193
523	0.4274208629
524	0.4272206003
525	0.4268846671
526	0.4267448196
527	0.4266333631
528	0.4263480395
529	0.4262056203
530	0.426008417
531	0.4258698804
532	0.4256764844
533	0.4256077031
534	0.4254449927
535	0.4252142093
536	0.4247587148
537	0.4246040061
538	0.424381583
539	0.424290307
540	0.4240942717
541	0.4240081392
542	0.4239425596
543	0.4237892221
544	0.4236446884
545	0.4234428524
546	0.4231374851
547	0.4230243343
548	0.4228526731
549	0.4226004959
550	0.4223711703
551	0.4222010902
552	0.4220429862
553	0.4218496022
554	0.4216421587
555	0.4215623705
556	0.4213236894
557	0.4211751649
558	0.4209564058
559	0.4208411264
560	0.4206959759
561	0.4205939436
562	0.4204858616
563	0.4203741966
564	0.420114147
565	0.4200070961
566	0.4198981908
567	0.4197288352
568	0.4195775387
569	0.4194344757
570	0.4192140921
571	0.4191661043
572	0.419009783
573	0.4188595814
574	0.4185631203
575	0.4184821063
576	0.4182679916
577	0.4180977559
578	0.4178827487
579	0.4176984249
580	0.4175685759
581	0.417329796
582	0.4170895067
583	0.4169293261
584	0.4166713814
585	0.4165547609
586	0.4163920802
587	0.416163729
588	0.4160462059
589	0.4158542591
590	0.4157017146
591	0.415640047
592	0.4155013705
593	0.4153189102
594	0.4152462934
595	0.4150762411
596	0.4148785946
597	0.4146724932
598	0.4144743471
599	0.4143777669
600	0.4142491708
601	0.4140918846
602	0.4138879326
603	0.4137223661
604	0.4135833719
605	0.4134269553
606	0.4133064112
607	0.4131803738
608	0.4128692991
609	0.4127549563
610	0.4125426776
611	0.4123944683
612	0.4122810752
613	0.4120844518
614	0.411996139
615	0.4117759537
616	0.4116433191
617	0.4115180651
618	0.4113908505
619	0.4112300879
620	0.4111066975
621	0.4109084075
622	0.4107026053
623	0.4104822502
624	0.410350359
625	0.4102038857
626	0.4100208993
627	0.4098308804
628	0.4096706222
629	0.4095416821
630	0.4094723951
631	0.4092972138
632	0.4092031741
633	0.4089639852
634	0.4088172343
635	0.4086463221
636	0.408520093
637	0.4083053387
638	0.4080827714
639	0.4078171793
640	0.4077760055
641	0.407621707
642	0.4075431879
643	0.4072841343
644	0.407185606
645	0.4068938354
646	0.406766156
647	0.4066369338
648	0.4064555286
649	0.4063779144
650	0.4062832394
651	0.4062142367
652	0.4060650279
653	0.4058765995
654	0.405770713
655	0.4056325657
656	0.4054199432
657	0.4051639777
658	0.4051003531
659	0.4048900623
660	0.4047056997
661	0.404526632
662	0.4044221655
663	0.4043187297
664	0.404143032
665	0.4039481086
666	0.4037435432
667	0.4036012285
668	0.4034511455
669	0.4033384783
670	0.4031378625
671	0.402992636
672	0.4028441299
673	0.4026583939
674	0.4023890849
675	0.4021738357
676	0.4020441123
677	0.4019138061
678	0.401792629
679	0.4015109518
680	0.4014052418
681	0.4012745489
682	0.4010686781
683	0.4008841144
684	0.4006700508
685	0.4005687858
686	0.4003826526
687	0.4002427866
688	0.4001531817
689	0.4000666985
690	0.399943979
691	0.3998466433
692	0.399639724
693	0.3995044426
694	0.3994283685
695	0.3992982873
696	0.3991081885
697	0.3989145767
698	0.3986699423
699	0.3984461689
700	0.398362145
701	0.3981263329
702	0.3979857075
703	0.3978551583
704	0.3977774428
705	0.3976053625
706	0.3973988041
707	0.3972304823
708	0.3971208202
709	0.3970144023
710	0.3967674243
711	0.3966447925
712	0.3964696914
713	0.3962929801
714	0.3960647069
715	0.395878771
716	0.3956994334
717	0.3955926321
718	0.3954674058
719	0.3953334119
720	0.3952169485
721	0.3950358899
722	0.3949142939
723	0.3948046409
724	0.3946064665
725	0.3943812327
726	0.3942592554
727	0.39413864
728	0.3940580653
729	0.3940075906
730	0.3939247576
731	0.3936934125
732	0.3934782259
733	0.3933898762
734	0.393168263
735	0.3929912144
736	0.3927924358
737	0.3925121135
738	0.3923575025
739	0.3921530258
740	0.3920346767
741	0.3919721037
742	0.3918054015
743	0.3917100185
744	0.3915289712
745	0.3914439339
746	0.3913243968
747	0.3911294901
748	0.3909505416
749	0.3908562414
750	0.390595675
751	0.3904631014
752	0.3903451251
753	0.3901023536
754	0.3899711508
755	0.3898099641
756	0.3896521696
757	0.3895321918
758	0.3894256639
759	0.3892629413
760	0.3890482826
761	0.3889282225
762	0.3888536921
763	0.388675687
764	0.3885244357
765	0.3883075038
766	0.3880602112
767	0.3878829069
768	0.3876550212
769	0.3874952349
770	0.3874159609
771	0.3872909687
772	0.3872354763
773	0.3871468305
774	0.3869690243
775	0.3868165084
776	0.3866578697
777	0.3865661664
778	0.3864224895
779	0.3862113463
780	0.3860716778
781	0.3858367234
782	0.3857547464
783	0.3857214222
784	0.3856091492
785	0.3854939573
786	0.3854082058
787	0.3852885033
788	0.3851806665
789	0.3850282834
790	0.3848173618
791	0.38461744
792	0.3843951433
793	0.3842115682
794	0.3841315157
795	0.3840021723
796	0.3838201192
797	0.3835997632
798	0.3834679893
799	0.3834004672
800	0.3832631664
801	0.3831241035
802	0.383023699
803	0.3829287128
804	0.3827847754
805	0.3826733596
806	0.3825762921
807	0.3824795218
808	0.382304221
809	0.3821896605
810	0.381972923
811	0.3818248748
812	0.3816282218
813	0.3814917226
814	0.3813106601
815	0.3811472451
816	0.3810322107
817	0.3808747721
818	0.3807366709
819	0.3806086479
820	0.3804802069
821	0.3802512675
822	0.3800192982
823	0.3798422009
824	0.3797195413
825	0.3795866023
826	0.3794769877
827	0.3792943742
828	0.3791748478
829	0.3790507931
830	0.3789305221
831	0.3787662177
832	0.3785244862
833	0.3783906036
834	0.3781803106
835	0.3781239853
836	0.3780318753
837	0.3779211092
838	0.3778199354
839	0.3777077944
840	0.3775731962
841	0.3773739637
842	0.3773237549
843	0.377207384
844	0.377137798
845	0.3770986514
846	0.3769147849
847	0.3768160122
848	0.3766397821
849	0.3764324342
850	0.3763724804
851	0.3762134637
852	0.3760623971
853	0.3759867864
854	0.3758017364
855	0.375767391
856	0.3756271553
857	0.3755007944
858	0.3753500318
859	0.3752255289
860	0.375110671
861	0.3750140109
862	0.3749562821
863	0.3748376829
864	0.3746742474
865	0.3745729244
866	0.3745102083
867	0.3744058405
868	0.3743002347
869	0.3741036099
870	0.3739788271
871	0.3739103618
872	0.3737368025
873	0.3735486622
874	0.3733072208
875	0.3730883183
876	0.3729887798
877	0.3728943554
878	0.3727298101
879	0.372649375
880	0.3724495061
881	0.3723343343
882	0.3721978344
883	0.3720379828
884	0.3718276301
885	0.3716923378
886	0.3714902225
887	0.3714196606
888	0.3713099189
889	0.3711541601
890	0.3710597398
891	0.3709289474
892	0.3708057546
893	0.3706415441
894	0.3704963004
895	0.370282608
896	0.3701863894
897	0.3700927035
898	0.3699907578
899	0.3698984325
900	0.36978164
901	0.3696583404
902	0.3695058462
903	0.3693999185
904	0.3692332185
905	0.3691153811
906	0.3689174511
907	0.3686820498
908	0.3685199591
909	0.3684773359
910	0.3683468788
911	0.3682819176
912	0.3681891702
913	0.3680791095
914	0.3679563171
915	0.3678114154
916	0.3676403679
917	0.3675277811
918	0.3674198253
919	0.3673315627
920	0.3672070197
921	0.367057221
922	0.3669953037
923	0.3668866987
924	0.3666942988
925	0.3665981942
926	0.3664548628
927	0.3664018291
928	0.3661980377
929	0.3660360542
930	0.3659713111
931	0.365871406
932	0.3657315675
933	0.3655595575
934	0.36544416
935	0.3653687859
936	0.3651394678
937	0.3649866304
938	0.3648428585
939	0.364781915
940	0.3647423906
941	0.364612448
942	0.3644755242
943	0.3643804588
944	0.3643332383
945	0.3642258577
946	0.3640862381
947	0.3639828984
948	0.363872153
949	0.3638278344
950	0.3637401266
951	0.3637153773
952	0.3635322238
953	0.3634176839
954	0.3632853648
955	0.3631742573
956	0.3629890318
957	0.362821652
958	0.3627293467
959	0.3626624607
960	0.3624920348
961	0.3622952265
962	0.3621400058
963	0.3620853212
964	0.36194535
965	0.3617793202
966	0.3616686467
967	0.3615860052
968	0.3615376621
969	0.3613872075
970	0.3613066569
971	0.3611194123
972	0.3610001255
973	0.360827259
974	0.3607970657
975	0.3606905464
976	0.3606290219
977	0.3604913542
978	0.3603694638
979	0.3602449615
980	0.3601557718
